ConstituentID,DisplayName,Nationality,Gender,BeginDate,EndDate,WikiQID,ULAN
41224,Lucien Hervé,"Hungarian, 1910–2007",Hungarian,M,1910,2007,,
41227,Cami Stone,"Belgian, 1892–1975",Belgian,F,1892,1975,,
41231,Hilla Rebay von Ehrenwiesen,"American, born Germany. 1890–1967",American,F,1890,1967,,
41232,Lothar Homeyer,"German, 1883–1969",German,M,1883,1969,,
41241,Takuma Nakahira,"Japanese, born 1938",Japanese,M,1938,0,,
41244,Virginia Overton,"American, born 1971",American,F,1971,0,,
41251,John Outterbridge,"American, born 1933",American,M,1933,0,,
41264,Karl Otten,"German, 1889–1963",German,M,1889,1963,,
41266,Emil Maetzel,"German, 1877–1955",German,M,1877,1955,,
41271,Nick Cave,"American, born 1959",American,M,1959,0,,
41278,Akram Zaatari,"Lebanese, born 1966",Lebanese,M,1966,0,,
41279,Fred Eversley,"American, born 1941",American,M,1941,0,,
41280,Maren Hassinger,"American, born 1947",American,F,1947,0,,
41284,Adam Ant (Stuart Leslie Goddard),"British, born 1954",British,M,1954,0,,
41286,Malcolm Garrett,"British, born 1956",British,M,1956,0,Q6742325,
41287,Guy Peellaert,"Belgian, 1934–2008",Belgian,M,1934,2008,,
41288,Barney Bubbles (Colin Fulcher),"British, 1942–1983",British,M,1942,1983,,
41291,Samella Lewis,"American, born 1924",American,F,1924,0,,
41295,Nick Egan,"British, born 1957",British,M,1957,0,,
41296,Bob Heimall,"American, born c.1943",American,M,1943,0,,
41298,Brian Davis,,,M,0,0,,
41299,Philip Cushway,,,M,0,0,,
41300,John Holmstrom,American,American,M,0,0,,
41301,Spencer Drate,"American, born 1942",American,M,1942,0,,
41302,Arturo Vega,"Mexican, 1943–2013",Mexican,M,1943,2013,,
41303,Danny Fields,,,M,0,0,,
41306,John Varnom,,,M,0,0,,
41307,Julia Gorton,American,American,F,0,0,,
41310,Noah Purifoy,"American, 1917–2004",American,M,1917,2004,,
41314,Gene Greif,"American, 1954–2004",American,M,1954,2004,,
41315,Ray Lowry,"British, 1944–2008",British,M,1944,2008,,
41316,Pennie Smith,"British, born 1949",British,F,1949,0,,
41317,Pearl Thompson,"British, born 1957",British,M,1957,0,,
41318,Andy Vella,"British, born 1961",British,M,1961,0,,
41321,Poly Styrene (Marianne Joan Elliott-Said),"British, 1957–2011",British,F,1957,2011,,
41325,Noriko Ambe,"Japanese, born 1967",Japanese,F,1967,0,,
41330,Marcel Lods,"French, 1891–1978",French,M,1891,1978,Q331020,500032428
41332,Bernardo Ortiz Campo,"Colombian, born 1972",Colombian,M,1972,0,,
41333,Henry Taylor,"American, born 1958",American,M,1958,0,,
41345,Kader Attia,"French, born 1970",French,M,1970,0,Q3191760,
41367,Stanislaw Kubicki,"German, 1886–1943",German,M,1886,1943,,
41369,Margarete Kubicka,"German, 1891–1984",German,F,1891,1984,,
41378,Max Schwimmer,"German, 1895–1960",German,M,1895,1960,,
41394,Gustav Heinrich Wolff,"German, 1886–1934",German,M,1886,1934,,
41411,Heinrich Zernack,"German, 1899–1945",German,M,1899,1945,,
41427,Catriona Duffy,,,F,0,0,,
41428,Lucy McEachan,,,F,0,0,,
41429,Sang-ok Shin,"Korean, 1926–2006",Korean,M,1926,2006,,
41431,Andrés Jaque,"Spanish, born 1971",Spanish,M,1971,0,Q1096098,
41433,Friz Freleng,"American, 1905–1995",American,M,1905,1995,,
41434,Michel Auder,"American, born France 1945",American,M,1945,0,Q1636333,
41440,Shen Wei,"Chinese, born 1977",Chinese,M,1977,0,,
41443,Erik Barnouw,"American, 1908–2001",American,M,1908,2001,,
41444,Ernst Moritz Engert,"German, born Japan. 1892–1986",German,M,1892,1986,,
41446,Josh MacPhee,"American, born 1973",American,M,1973,0,,
41448,Jesse Goldstein,American,American,M,0,0,,
41451,Jesus Barraza,American,,M,0,0,,
41457,Pat Sullivan,"Australian, 1887–1933",Australian,M,1887,1933,,
41472,Peter Stathis,"American, born 1960",American,M,1960,0,,
41473,Michael McCoy,"American, born 1944",American,M,1944,0,,
41474,Dennis Pies,"American, born 1947",American,M,1947,0,,
41475,Lawrence C. Windom,"American, born 1876",American,M,1876,0,,
41476,Lynne Sachs,"American, born 1961",American,F,1961,0,,
41477,Alessandro Blasetti,"Italian, 1900–1987",Italian,M,1900,1987,,
41481,Francis Jourdain,"French, 1876–1958",French,M,1876,1958,Q3081520,500017315
41486,William Hanna,"American, 1910–2001",American,M,1910,2001,,
41487,Joseph Barbera,"American, 1911–2006",American,M,1911,2006,,
41490,Aleksandr Sokurov,"Russian, born 1951",Russian,M,1951,0,,
41493,Mary Beams,,American,F,1945,0,,
41512,Ousmane Sembène,"Senegalese, 1923–2007",Senegalese,M,1923,2007,,
41551,Diana Barrie,"American, born 1952",American,F,1952,0,,
41553,Marijan Jevšovar,"Croatian, 1922–1998",Croatian,M,1922,1998,,
41554,Ivan Kožarić,"Croatian, born 1921",Croatian,M,1921,0,,
41555,Miljenko Horvat,"Croatian, born 1935",Croatian,M,1935,0,,
41561,Michael Carapetian,"British, born 1938",British,M,1938,0,,
41578,André Komatsu,"Brazilian, born 1978",Brazilian,M,1978,0,,
41583,Chen Shaoxiong,"Chinese, 1962–2016",Chinese,M,1962,2016,,
41587,Tex Avery,"American, 1908–1980",American,M,1908,1980,,
41601,Vlatko Gilic,"Yugoslav, born 1935",Yugoslav,M,1935,0,,
41610,Lou Bunin,"American, 1904–1994",American,M,1904,1994,,
41620,Tom Chomont,"American, 1942–2010",American,M,1942,2010,,
41621,John Karidis,"American, 1958–2012",American,M,1958,2012,,
41635,Didier Faustino,"French, born Portugal, 1968",French,M,1968,0,,
41650,Ringl + Pit,German,German,F,0,0,,
41664,Wael Shawky,"Egyptian, born 1971",Egyptian,M,1971,0,,
41665,Justin Matherly,"American, born 1972",American,M,1972,0,,
41686,Hans Kappler,German,German,M,0,0,,
41707,Bruce Baillie,"American, born 1931",American,M,1931,0,,
41752,Robert Wilhite,"American, born 1946",American,M,1946,0,,
41758,Iván Hevesy,"Hungarian, 1893–1966",Hungarian,M,1893,1966,,
41761,Fabio Balducci,"Italian, born 1964",Italian,M,1964,0,,
41775,Arch Connelly,"American, 1950–1993",American,M,1950,1993,,
41790,James Longley,"American, born 1972",American,M,1972,0,,
41791,Raúl Ruiz,"Chilean, 1941–2011",Chilean,M,1941,2011,,
41792,Bill Daniel,"American, born 1959",American,M,1959,0,,
41796,Alice Elliott,"American, born 1946",American,F,1946,0,,
41797,Oscar Muñoz,"Colombian, born 1951",Colombian,M,1951,0,,
41804,Lea Lublin,"Argentine, born Poland 1929",Argentine,F,1929,1999,,
41817,István Orosz,"Hungarian, born 1951",Hungarian,M,1951,0,,
41822,Massoud Hassani,"Dutch, born Afghanistan 1983",Dutch,M,1983,0,,
41828,Cathy Wilkes,"Irish, born 1966",Irish,F,1966,0,Q5053508,
41829,Ben Kinmont,"American, born 1963",American,M,1963,0,,
41830,Dirk Vander Kooij,"Dutch, born 1983",Dutch,M,1983,0,,
41839,Igor Nikolayev,"Russian, born 1924",Russian,M,1924,0,,
41841,William Friedkin,"American, born 1935",American,M,1935,0,,
41845,Peter Medak,"Hungarian, born 1937",Hungarian,M,1937,0,,
41846,Don Roos,"American, born 1955",American,M,1955,0,,
41855,John Irvin,"British, born 1940",British,M,1940,0,,
41858,Jean-Claude Tramont,"Belgian, 1934–1996",Belgian,M,1934,1996,,
41859,Bob Fosse,"American, 1927–1987",American,M,1927,1987,,
41860,Bruno Bozzetto,"Italian, born 1938",Italian,M,1938,0,,
41861,John Landis,"American, born 1950",American,M,1950,0,,
41862,Percy Adlon,"German, born 1935",German,M,1935,0,,
41863,Hal Ashby,"American, 1929–1988",American,M,1929,1988,,
41867,Herbert Ross,"American, 1927–2001",American,M,1927,2001,,
41868,Gene Saks,"American, born 1921",American,M,1921,0,,
41870,Mark Rydell,"American, born 1934",American,M,1934,0,,
41872,Jim Henson,"American, 1936–1990",American,M,1936,1990,Q191037,
41873,Frank Oz,"British, born 1944",British,M,1944,0,,
41875,Norman Jewison,"Canadian, born 1926",Canadian,M,1926,0,,
41876,Bob Rafelson,"American, born 1933",American,M,1933,0,,
41877,Mike Hodges,"British, born 1932",British,M,1932,0,,
41878,Richard Lester,"American, born 1932",American,M,1932,0,,
41880,Edward Zwick,"American, born 1952",American,M,1952,0,,
41882,Randal Kleiser,"American, born 1946",American,M,1946,0,,
41883,Blake Edwards,"American, 1922–2010",American,M,1922,2010,,
41887,Peter Bogdanovich,"American, born 1939",American,M,1939,0,,
41892,Richard Benjamin,"American, born 1938",American,M,1938,0,,
41895,Roger Corman,"American, born 1926",American,M,1926,0,,
41900,Alan J. Pakula,"American, 1928–1998",American,M,1928,1998,,
41901,Richard Rush,"American, born 1929",American,M,1929,0,,
41905,Michael Crichton,"American, 1942–2008",American,M,1942,2008,,
41909,George Dunning,"Canadian, 1920–1979",Canadian,M,1920,1979,,
41910,David Hand,"American, 1900–1986",American,M,1900,1986,,
41911,Ben Sharpsteen,"American, 1895–1980",American,M,1895,1980,,
41913,Clyde Geronimi,"Italian, 1901–1989",Italian,M,1901,1989,,
41915,Jack Kinney,"American, 1909–1992",American,M,1909,1992,,
41917,Riley Thomson,"American, 1912–1960",American,M,1912,1960,,
41918,Dick Lundy,"American, 1907–1990",American,M,1907,1990,,
41920,Charles Nichols,"American, 1910–1992",American,M,1910,1992,,
41923,Frank Tashlin,"American, 1913–1972",American,M,1913,1972,,
41934,Chuck Jones,"American, 1912–2002",American,M,1912,2002,,
41935,Robert McKimson,"American, 1910–1977",American,M,1910,1977,,
41942,Maurice Noble,"American, 1911–2001",American,M,1911,2001,,
41944,Seymour Kneitel,1908–1964,,M,1908,1964,,
41952,Erwin Hauer,"Austrian, 1926–2017",Austrian,M,1926,2017,,
41953,Randy Tuten,"American, born 1946",American,M,1946,0,,
41954,Mick Haggerty,American,American,M,0,0,,
41958,Peter Kodick (Peter Gravelle),British,British,M,0,0,,
41986,Adam Helms,"American, born 1974",American,M,1974,0,,
41987,John Newsom,"American, born 1970",American,M,1970,0,,
41988,William Villalongo,"American, born 1975",American,M,1975,0,,
42000,Danilo Barbosa,"Brazilian, born 1949",Brazilian,M,1949,0,,
42003,Ellen Auerbach,"German, 1906–2004",German,F,1906,2004,,
42007,John Follis,"American, 1923–1994",American,M,1923,1994,,
42012,Michele Abeles,"American, born 1977",American,F,1977,0,,
42017,Mike Nichols,"American, born Germany 1931",American,M,1931,0,,
42020,Lucian Pintilie,"Romanian, born 1933",Romanian,M,1933,0,,
42021,Corinna Belz,"German, born ca. 1970",German,F,1970,0,,
42029,Julie Taymor,"American, born 1952",American,F,1952,0,,
42064,Alfred Caldwell,American,American,M,0,0,,
42098,Michael Harris,"American, born 1933",American,M,1933,0,,
42110,Elia Suleiman,"Palestinian, born 1960",Palestinian,M,1960,0,,
42120,Rebecca Cammisa,,American,F,0,0,,
42121,Rob Fruchtman,,,M,0,0,,
42124,Herbert Danska,"American, born 1927",American,M,1927,0,,
42139,Véréna Paravel,"French, born 1971",French,F,1971,0,,
42140,J.P. Sniadecki,"American, born 1979",American,M,1979,0,,
42142,Richard Kaplan,"American, 1925–2018",American,M,1925,2018,,
42158,Zoe Crosher,"American, born 1975",American,F,1975,0,,
42184,Éric Chahi,"French, born 1967",French,M,1967,0,Q719385,
42186,Masaya Matsuura,"Japanese, born 1961",Japanese,M,1961,0,Q2737054,
42208,Edwin Locke,American,American,M,0,0,,
42218,Georg Greger,German,German,M,0,0,,
42222,Laurie Collyer,"American, born 1967",American,F,1967,0,,
42231,Clorindo Testa,"Argentine, born Italy. 1923–2013",Argentine,M,1923,2013,,
42232,Helmut Kronberger,,Austrian,M,0,0,,
42242,Ernst Thormahlen,,,M,0,0,,
42244,Simon Levy,"American, born 1946",American,M,1946,0,,
42265,Alexey Pajitnov,"Russian, born 1955",Russian,M,1955,0,,
42266,Keita Takahashi,"Japanese, born 1975",Japanese,M,1975,0,,
42279,Shane McGowan,,,M,0,0,,
42280,Anya Phillips,"American, c.1955–1981",American,F,1955,1981,,
42282,Mark Perry,,,M,0,0,,
42283,James McCaffry,"American, born Canada. 1954–2011",American,M,1954,2011,,
42293,Nina Leen,"American, born Russia. 1909–1995",American,F,1909,1995,Q4321423,500102644
42309,Jimenez Lai,"Canadian, born Taiwan 1979",Canadian,M,1979,0,,
42312,Nipa Doshi,"Indian, born 1971",Indian,F,1971,0,,
42313,Jonathan Levien,"British, born 1972",British,M,1972,0,,
42323,Yto Barrada,"Moroccan, born France 1971",Moroccan,F,1971,0,Q453931,500290910
42333,Irwin Kremen,"American, 1925–2020",American,M,1925,2020,,
42336,Běla Kolářová,"Czech, 1923–2010",Czech,F,1923,2010,,
42340,Martin Boyce,"Scottish, born 1967",Scottish,M,1967,0,,
42344,Carlos Raúl Villanueva,"Venezuelan, born England. 1900–1975",Venezuelan,M,1900,1975,Q1043186,500034534
42345,Monteiro Filho,"Brazilian, born 1925",Brazilian,M,1925,0,,
42346,Antonio Bandeira,"Brazilian, 1922–1967",Brazilian,M,1922,1967,,
42347,Danilo di Prete,"Brazilian, 1911–1985",Brazilian,M,1911,1985,,
42348,Felix Beltran,"Cuban, born 1938",Cuban,M,1938,0,,
42349,Paolo Labañino,"Cuban, born 1944",Cuban,M,1944,0,,
42350,González Ruiz,"Argentine, born 1937",Argentine,M,1937,0,,
42362,Daniel Grataloup,"Swiss, born 1937",Swiss,M,1937,0,,
42364,Frederick Markus,American,American,M,0,0,,
42365,Paul Nocka,,,M,0,0,,
42366,Markus Kayser,"German, born 1983",German,M,1983,0,,
42367,Barry Parker,"British, 1867–1947",British,M,1867,1947,,
42433,Kate Simon,,,F,0,0,,
42439,Gilles Gheerbrant,,,M,0,0,,
42442,DoDo Jin Ming,"Chinese, born 1955",Chinese,F,1955,0,,
42454,Nathalie Djurberg,"Swedish, born 1978",Swedish,F,1978,0,,
42455,Zanele Muholi,"South African, born 1972",South African,F,1972,0,,
42457,Dóra Maurer,"Hungarian, born 1937",Hungarian,F,1937,0,Q1167159,500009251
42460,Richard Seireeni,,,M,0,0,,
42463,Norman Seeff,"American, born South Africa, 1939",American,M,1939,0,,
42464,Gardar Eide Einarsson,"Norwegian, born 1976",Norwegian,M,1976,0,,
42465,Rashid Johnson,"American, born 1977",American,M,1977,0,,
42466,Douglas Darden,"American, 1951–1996",American,M,1951,1996,,
42469,Abby Leigh,"American, born 1948",American,F,1948,0,,
42478,Anna Persiani,,,F,0,0,,
42479,Thomas Klinkowstein,"American, born 1950",American,M,1950,0,,
42480,David Arnoff,"British, born 1951",British,M,1951,0,,
42483,Winston Smith,,,M,0,0,,
42485,Carlos Bunga,"Portuguese, born 1976",Portuguese,M,1976,0,,
42490,Diane Lewis,"American, 1951–2017",American,F,1951,2017,,
42491,Richard Barnes,"American, born 1953",American,M,1953,0,,
42507,Arthus Carlheinz Caspari,"German, 1921–2009",German,M,1921,2009,,
42510,Vincent Cafarelli,"American, 1930–2011",American,M,1930,2011,,
42516,Ido Bruno,"Israeli, born 1963",Israeli,M,1963,0,,
42517,Arthur Brutter,"Israeli, born 1982",Israeli,M,1982,0,,
42519,Augustin Scott de Martinville,"French, born 1980",French,M,1980,0,,
42520,Grégoire Jeanmonod,"Swiss, born 1978",Swiss,M,1978,0,,
42521,Elric Petit,"Belgian, born 1978",Belgian,M,1978,0,,
42566,Michael Manfredi,American,American,M,0,0,,
42567,Marion Weiss,"American, born 1957",American,F,1957,0,,
42569,Leigh Ledare,"American, born 1976",,M,1976,0,,
42576,Adrián Villar Rojas,"Argentine, born 1980",Argentine,M,1980,0,,
42591,Adam Saltsman,"American, born 1982",American,M,1982,0,,
42593,Jenova (Xinghan) Chen,"Chinese, born 1981",Chinese,M,1981,0,,
42594,Nick Clark,"American, born 1984",American,M,1984,0,,
42596,Toru Iwatani,"Japanese, born 1955",Japanese,M,1955,0,,
42597,Rand Miller,"American, born 1959",American,M,1959,0,Q716008,
42599,Robyn Miller,"American, born 1966",American,F,1966,0,,
42611,José Guillermo Castillo,"Venezuelan, 1938–1999",Venezuelan,M,1938,1999,,
42616,Carlos Herrera,"Venezuelan, 1909–1988",Venezuelan,M,1909,1988,,
42620,Valentin Carron,"Swiss, born 1977",Swiss,M,1977,0,,
42627,Rabih Mroué,"Lebanese, born 1967",Lebanese,M,1967,0,,
42628,Meiro Koizumi,"Japanese, born 1976",Japanese,M,1976,0,,
42632,Lillian Schwartz,"American, born 1927",American,F,1927,0,,
42637,Yervant Gianikian,"Italian, born 1942",Italian,M,1942,0,,
42638,Angela Ricci Lucchi,"Italian, born 1942",Italian,F,1942,0,,
42639,Daniel Baranowsky,"American, born 1984",American,M,1984,0,,
42643,Loretta Fahrenholz,"German, born 1981",German,F,1981,0,,
42696,Albert Mertz,"Danish, 1920–1990",Danish,M,1920,1990,,
42713,Jacques Rivette,"French, born 1928",French,M,1928,0,,
42722,Ulu Grosbard,"American, born Belgium. 1929–2012",American,M,1929,2012,,
42730,Martin Arnold,"Austrian, born 1959",Austrian,M,1959,0,,
42731,James Benning,"American, born 1942",American,M,1942,0,,
42732,Leos Carax,"French, born 1960",French,M,1960,0,,
42733,Gustav Deutsch,"Austrian, born 1952",Austrian,M,1952,0,,
42734,Matthias Müller,"German, born 1961",German,M,1961,0,,
42735,Peter Tscherkassky,"Austrian, born 1958",Austrian,M,1958,0,,
42736,Apichatpong Weerasethakul,"Thai, born 1970",Thai,M,1970,0,,
42738,Pere Catala Pic,Spanish,Spanish,M,0,0,,
42749,Annee Olofsson,"Swedish, born 1966",Swedish,F,1966,0,,
42750,Tom Hunter,"British, born 1965",British,M,1965,0,,
42751,Daniela Rossell,"Mexican, born 1973",Mexican,F,1973,0,,
42752,Vibeke Tandberg,"Norwegian, born 1967",Norwegian,F,1967,0,,
42753,Hellen Van Meene,"Dutch, born 1972",Dutch,F,1972,0,,
42787,Carol Rama,"Italian, 1918–2015",Italian,F,1918,2015,,
42816,Filip Dujardin,"Belgian, born 1971",Belgian,M,1971,0,,
42831,Claude Chabrol,"French, 1930–2010",French,M,1930,2010,,
42832,Jessica Yu,"American, born 1966",American,F,1966,0,,
42837,Donald Goddard,,,M,0,0,,
42840,Ada Tolla,"Italian, born 1964",Italian,F,1964,0,,
42841,Giuseppe Lignano,"Italian, born 1963",Italian,M,1963,0,,
42846,Christopher Zalla,"Kenyan, born 1974",Kenyan,M,1974,0,,
42849,Johnnie To,"Chinese, born 1955",Chinese,M,1955,0,,
42850,Ka-Fai Wai,"Chinese, born 1955",Chinese,M,1955,0,,
42851,Cristóbal Lehyt,"Chilean, born 1973",Chilean,M,1973,0,,
42854,Joseph Byrd,"American, born 1937",American,M,1937,0,,
42856,Waldemar Cordeiro,"Brazilian, born Italy. 1925–1973",Brazilian,M,1925,1973,,
42857,Analivia Cordeiro,"Brazilian, born 1956",Brazilian,F,1956,0,,
42858,Janice Kerbel,"Canadian, born 1969",Canadian,F,1969,0,,
42863,William Scott,"American, born 1964",American,M,1964,0,,
42906,Lisa Oppenheim,"American, born 1975",American,F,1975,0,,
42921,Gordon Bruce,"American, born 1947",American,M,1947,0,,
42922,Allen Hawthorne,"American, born 1935",American,M,1935,0,,
42969,Lyle Ashton Harris,"American, born 1965",American,M,1964,0,,
42972,Lucy Raven,"American, born 1977",American,F,1977,0,,
42982,Charles White III,American,American,M,0,0,,
42987,Anna Ostoya,"Polish, born 1978",Polish,F,1978,0,,
43050,Eileen Quinlan,"American, born 1972",American,F,1972,0,,
43051,Josephine Pryde,"British, born 1967",British,F,1967,0,Q6288431,500345656
43052,Brendan Fowler,"American, born 1978",American,M,1978,0,,
43055,Adam Broomberg,"South African, born 1970",South African,M,1970,0,,
43056,Oliver Chanarin,"British, born 1971",British,M,1971,0,,
43061,Robi Müller,"Swiss, born 1942",Swiss,M,1942,0,,
43062,Lourdes Portillo,"Mexican, born 1944",Mexican,F,1944,0,,
43078,Sheela Gowda,"Indian, born 1957",Indian,F,1957,0,,
43090,Julius Klinger,"Austrian, 1876–1942",Austrian,M,1876,1942,,
43105,François Truffaut,"French, 1932–1984",French,M,1932,1984,,
43108,Per Olof Ultvedt,"Finnish, 1927–2006",Finnish,M,1927,2006,,
43134,Franz Josef van der Grinten,"German, born 1933",German,M,1933,0,,
43146,Clifford Owens,"American, born 1971",American,M,1971,0,,
43150,Geta Brătescu,"Romanian, 1926–2018",Romanian,F,1926,2018,,
43151,Yael Mer,"Israeli, born 1976",Israeli,F,1976,0,,
43277,Richard Maxfield,"American, 1927–1969",American,M,1927,1969,,
